FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,FLIGHT_STATUS,YEAR,MONTH,year,month,DEP_TIME_MINUTES,WHEELS_OFF_MINUTES,ARR_TIME_MINUTES,WHEELS_ON_MINUTES,WHEELS_OFF_elapse,WHEELS_ON_elapse,Year,Quarter,Month,DayofMonth
2020-12-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,229,DEN,"Denver, CO",ORD,"Chicago, IL",15:56:00,15:47:00,-9.0,10.0,15:57:00,18:52:00,10.0,1928,19:02:00,-26.0,0.0,0.0,152.0,135.0,115.0,888.0,0,2020,12,2020,12,947,957,1142,1132,10,10,2020,4,12,9
2021-10-31,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3157,PNS,"Pensacola, FL",ORD,"Chicago, IL",14:59:00,14:49:00,-10.0,10.0,14:59:00,17:04:00,11.0,1746,17:15:00,-31.0,0.0,0.0,167.0,146.0,125.0,794.0,0,2021,10,2021,10,889,899,1035,1024,10,11,2021,4,10,31
2023-01-23,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5274,ECP,"Panama City, FL",CLT,"Charlotte, NC",16:27:00,16:23:00,-4.0,13.0,16:36:00,18:41:00,16.0,1905,18:57:00,-8.0,0.0,0.0,98.0,94.0,65.0,437.0,0,2023,1,2023,1,983,996,1137,1121,13,16,2023,1,1,23
2019-08-02,Envoy Air,Envoy Air: MQ,MQ,20398,3620,GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX",18:10:00,18:23:00,13.0,12.0,18:35:00,19:07:00,11.0,1914,19:18:00,4.0,0.0,0.0,64.0,55.0,32.0,134.0,0,2019,8,2019,8,1103,1115,1158,1147,12,11,2019,3,8,2
2023-07-09,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1821,LAX,"Los Angeles, CA",DEN,"Denver, CO",14:34:00,14:38:00,4.0,12.0,14:50:00,17:39:00,8.0,1800,17:47:00,-13.0,0.0,0.0,146.0,129.0,109.0,862.0,0,2023,7,2023,7,878,890,1067,1059,12,8,2023,3,7,9
2022-08-29,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1355,MDW,"Chicago, IL",ATL,"Atlanta, GA",14:41:00,18:41:00,240.0,13.0,18:54:00,21:21:00,9.0,1731,21:30:00,239.0,0.0,0.0,110.0,109.0,87.0,591.0,1,2022,8,2022,8,1121,1134,1290,1281,13,9,2022,3,8,29
2019-01-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2640,BWI,"Baltimore, MD",ATL,"Atlanta, GA",13:21:00,13:17:00,-4.0,10.0,13:27:00,15:01:00,4.0,1520,15:05:00,-15.0,0.0,0.0,119.0,108.0,94.0,577.0,0,2019,1,2019,1,797,807,905,901,10,4,2019,1,1,1
2023-02-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,496,GRR,"Grand Rapids, MI",DFW,"Dallas/Fort Worth, TX",07:10:00,07:19:00,9.0,17.0,07:36:00,09:00:00,12.0,920,09:12:00,-8.0,0.0,0.0,190.0,173.0,144.0,931.0,0,2023,2,2023,2,439,456,552,540,17,12,2023,1,2,21
2021-09-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5270,GRR,"Grand Rapids, MI",DEN,"Denver, CO",18:45:00,18:50:00,5.0,13.0,19:03:00,19:20:00,3.0,1940,19:23:00,-17.0,0.0,0.0,175.0,153.0,137.0,1015.0,0,2021,9,2021,9,1130,1143,1163,1160,13,3,2021,3,9,21
2022-11-15,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1232,EWR,"Newark, NJ",ORD,"Chicago, IL",18:45:00,18:41:00,-4.0,34.0,19:15:00,20:02:00,10.0,2022,20:12:00,-10.0,0.0,0.0,157.0,151.0,107.0,719.0,0,2022,11,2022,11,1121,1155,1212,1202,34,10,2022,4,11,15
2022-08-02,Republic Airline,Republic Airline: YX,YX,20452,3540,EWR,"Newark, NJ",CLT,"Charlotte, NC",09:20:00,09:17:00,-3.0,31.0,09:48:00,11:09:00,13.0,1129,11:22:00,-7.0,0.0,0.0,129.0,125.0,81.0,529.0,0,2022,8,2022,8,557,588,682,669,31,13,2022,3,8,2
2020-02-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,957,PIT,"Pittsburgh, PA",ATL,"Atlanta, GA",07:05:00,07:03:00,-2.0,35.0,07:38:00,09:02:00,8.0,905,09:10:00,5.0,0.0,0.0,120.0,127.0,84.0,526.0,0,2020,2,2020,2,423,458,550,542,35,8,2020,1,2,9
2021-03-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2846,RDU,"Raleigh/Durham, NC",DFW,"Dallas/Fort Worth, TX",09:00:00,08:53:00,-7.0,13.0,09:06:00,11:05:00,13.0,1123,11:18:00,-5.0,0.0,0.0,203.0,205.0,179.0,1061.0,0,2021,3,2021,3,533,546,678,665,13,13,2021,1,3,15
2020-06-13,JetBlue Airways,JetBlue Airways: B6,B6,20409,468,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",12:15:00,12:08:00,-7.0,12.0,12:20:00,13:41:00,6.0,1402,13:47:00,-15.0,0.0,0.0,107.0,99.0,81.0,581.0,0,2020,6,2020,6,728,740,827,821,12,6,2020,2,6,13
2021-08-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2917,DFW,"Dallas/Fort Worth, TX",CLT,"Charlotte, NC",16:45:00,16:41:00,-4.0,9.0,16:50:00,19:53:00,22.0,2035,20:15:00,-20.0,0.0,0.0,170.0,154.0,123.0,936.0,0,2021,8,2021,8,1001,1010,1215,1193,9,22,2021,3,8,12
2020-12-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2026,ATL,"Atlanta, GA",DEN,"Denver, CO",07:10:00,07:06:00,-4.0,10.0,07:16:00,08:15:00,7.0,835,08:22:00,-13.0,0.0,0.0,205.0,196.0,179.0,1199.0,0,2020,12,2020,12,426,436,502,495,10,7,2020,4,12,11
2019-05-20,Republic Airline,Republic Airline: YX,YX,20452,4572,IND,"Indianapolis, IN",CLT,"Charlotte, NC",08:55:00,08:49:00,-6.0,10.0,08:59:00,10:10:00,16.0,1039,10:26:00,-13.0,0.0,0.0,104.0,97.0,71.0,427.0,0,2019,5,2019,5,529,539,626,610,10,16,2019,2,5,20
2020-03-13,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1953,LGA,"New York, NY",ORD,"Chicago, IL",10:00:00,09:49:00,-11.0,21.0,10:10:00,11:16:00,10.0,1146,11:26:00,-20.0,0.0,0.0,166.0,157.0,126.0,733.0,0,2020,3,2020,3,589,610,686,676,21,10,2020,1,3,13
2021-05-08,Republic Airline,Republic Airline: YX,YX,20452,4732,CLE,"Cleveland, OH",ORD,"Chicago, IL",19:00:00,19:00:00,0.0,12.0,19:12:00,19:22:00,14.0,1938,19:36:00,-2.0,0.0,0.0,98.0,96.0,70.0,315.0,0,2021,5,2021,5,1140,1152,1176,1162,12,14,2021,2,5,8
2020-09-25,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5042,PNS,"Pensacola, FL",CLT,"Charlotte, NC",16:24:00,16:18:00,-6.0,15.0,16:33:00,18:42:00,15.0,1905,18:57:00,-8.0,0.0,0.0,101.0,99.0,69.0,488.0,0,2020,9,2020,9,978,993,1137,1122,15,15,2020,3,9,25
2023-05-19,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5170,SDF,"Louisville, KY",CLT,"Charlotte, NC",06:15:00,06:23:00,8.0,23.0,06:46:00,07:47:00,14.0,751,08:01:00,10.0,0.0,0.0,96.0,98.0,61.0,335.0,0,2023,5,2023,5,383,406,481,467,23,14,2023,2,5,19
2023-03-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1006,MIA,"Miami, FL",ATL,"Atlanta, GA",21:50:00,21:47:00,-3.0,16.0,22:03:00,23:34:00,6.0,2351,23:40:00,-11.0,0.0,0.0,121.0,113.0,91.0,594.0,0,2023,3,2023,3,1307,1323,1420,1414,16,6,2023,1,3,10
2023-08-18,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,567,BOS,"Boston, MA",ORD,"Chicago, IL",06:00:00,05:54:00,-6.0,14.0,06:08:00,07:41:00,11.0,747,07:52:00,5.0,0.0,0.0,167.0,178.0,153.0,867.0,0,2023,8,2023,8,354,368,472,461,14,11,2023,3,8,18
2021-11-03,Envoy Air,Envoy Air: MQ,MQ,20398,3531,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",10:35:00,10:25:00,-10.0,10.0,10:35:00,11:36:00,7.0,1155,11:43:00,-12.0,0.0,0.0,80.0,78.0,61.0,196.0,0,2021,11,2021,11,625,635,703,696,10,7,2021,4,11,3
2019-01-22,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5715,ILM,"Wilmington, NC",DFW,"Dallas/Fort Worth, TX",07:23:00,07:18:00,-5.0,10.0,07:28:00,09:33:00,4.0,955,09:37:00,-18.0,0.0,0.0,212.0,199.0,185.0,1106.0,0,2019,1,2019,1,438,448,577,573,10,4,2019,1,1,22
2023-05-15,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5066,PRC,"Prescott, AZ",LAX,"Los Angeles, CA",17:17:00,17:16:00,-1.0,27.0,17:43:00,18:39:00,14.0,1845,18:53:00,8.0,0.0,0.0,88.0,97.0,56.0,346.0,0,2023,5,2023,5,1036,1063,1133,1119,27,14,2023,2,5,15
2022-11-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,452,BOS,"Boston, MA",LAX,"Los Angeles, CA",06:00:00,05:50:00,-10.0,22.0,06:12:00,08:58:00,12.0,925,09:10:00,-15.0,0.0,0.0,385.0,380.0,346.0,2611.0,0,2022,11,2022,11,350,372,550,538,22,12,2022,4,11,2
2019-04-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1496,DCA,"Washington, DC",ORD,"Chicago, IL",08:45:00,08:41:00,-4.0,23.0,09:04:00,09:51:00,8.0,959,09:59:00,0.0,0.0,0.0,134.0,138.0,107.0,612.0,0,2019,4,2019,4,521,544,599,591,23,8,2019,2,4,4
2023-04-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1518,BWI,"Baltimore, MD",CLT,"Charlotte, NC",20:11:00,20:21:00,10.0,30.0,20:51:00,21:50:00,10.0,2140,22:00:00,20.0,0.0,0.0,89.0,99.0,59.0,361.0,1,2023,4,2023,4,1221,1251,1320,1310,30,10,2023,2,4,21
2021-07-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2578,LIT,"Little Rock, AR",ATL,"Atlanta, GA",18:31:00,18:25:00,-6.0,11.0,18:36:00,20:38:00,14.0,2110,20:52:00,-18.0,0.0,0.0,99.0,87.0,62.0,453.0,0,2021,7,2021,7,1105,1116,1252,1238,11,14,2021,3,7,5
2021-01-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,375,JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX",07:29:00,07:27:00,-2.0,14.0,07:41:00,09:19:00,14.0,926,09:33:00,7.0,0.0,0.0,177.0,186.0,158.0,918.0,0,2021,1,2021,1,447,461,573,559,14,14,2021,1,1,3
2019-12-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2418,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",16:17:00,16:17:00,0.0,12.0,16:29:00,18:15:00,12.0,1841,18:27:00,-14.0,0.0,0.0,144.0,130.0,106.0,801.0,0,2019,12,2019,12,977,989,1107,1095,12,12,2019,4,12,5
2019-07-21,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5038,IAD,"Washington, DC",CLT,"Charlotte, NC",15:23:00,17:19:00,116.0,29.0,17:48:00,18:42:00,9.0,1704,18:51:00,107.0,0.0,0.0,101.0,92.0,54.0,322.0,1,2019,7,2019,7,1039,1068,1131,1122,29,9,2019,3,7,21
2020-12-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2431,BWI,"Baltimore, MD",CLT,"Charlotte, NC",17:17:00,17:09:00,-8.0,10.0,17:19:00,18:17:00,13.0,1854,18:30:00,-24.0,0.0,0.0,97.0,81.0,58.0,361.0,0,2020,12,2020,12,1029,1039,1110,1097,10,13,2020,4,12,10
2022-02-17,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1064,AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX",16:41:00,16:55:00,14.0,16.0,17:11:00,17:48:00,9.0,1749,17:57:00,8.0,0.0,0.0,68.0,62.0,37.0,190.0,0,2022,2,2022,2,1015,1031,1077,1068,16,9,2022,1,2,17
2022-11-16,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1029,SBP,"San Luis Obispo, CA",DFW,"Dallas/Fort Worth, TX",06:20:00,06:20:00,0.0,11.0,06:31:00,11:18:00,12.0,1133,11:30:00,-3.0,0.0,0.0,193.0,190.0,167.0,1360.0,0,2022,11,2022,11,380,391,690,678,11,12,2022,4,11,16
2021-03-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,813,HOU,"Houston, TX",DEN,"Denver, CO",07:20:00,07:12:00,-8.0,6.0,07:18:00,08:31:00,6.0,850,08:37:00,-13.0,0.0,0.0,150.0,145.0,133.0,883.0,0,2021,3,2021,3,432,438,517,511,6,6,2021,1,3,31
2021-03-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2413,SMF,"Sacramento, CA",CLT,"Charlotte, NC",07:20:00,08:14:00,54.0,13.0,08:27:00,15:37:00,16.0,1511,15:53:00,42.0,0.0,0.0,291.0,279.0,250.0,2244.0,1,2021,3,2021,3,494,507,953,937,13,16,2021,1,3,31
2022-03-12,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5364,BMI,"Bloomington/Normal, IL",ATL,"Atlanta, GA",16:05:00,16:04:00,-1.0,18.0,16:22:00,18:35:00,4.0,1845,18:39:00,-6.0,0.0,0.0,100.0,95.0,73.0,533.0,0,2022,3,2022,3,964,982,1119,1115,18,4,2022,1,3,12
2020-02-26,Republic Airline,Republic Airline: YX,YX,20452,5679,HHH,"Hilton Head, SC",ATL,"Atlanta, GA",07:00:00,07:09:00,9.0,14.0,07:23:00,08:10:00,8.0,810,08:18:00,8.0,0.0,0.0,70.0,69.0,47.0,238.0,0,2020,2,2020,2,429,443,498,490,14,8,2020,1,2,26
2022-01-01,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2618,PHX,"Phoenix, AZ",DEN,"Denver, CO",12:50:00,12:45:00,-5.0,14.0,12:59:00,14:24:00,51.0,1441,15:15:00,34.0,0.0,0.0,111.0,150.0,85.0,602.0,1,2022,1,2022,1,765,779,915,864,14,51,2022,1,1,1
2020-03-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1224,BNA,"Nashville, TN",CLT,"Charlotte, NC",15:37:00,15:31:00,-6.0,16.0,15:47:00,17:38:00,13.0,1755,17:51:00,-4.0,0.0,0.0,78.0,80.0,51.0,328.0,0,2020,3,2020,3,931,947,1071,1058,16,13,2020,1,3,2
2021-04-19,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2519,MCI,"Kansas City, MO",ATL,"Atlanta, GA",15:32:00,15:20:00,-12.0,8.0,15:28:00,17:59:00,6.0,1831,18:05:00,-26.0,0.0,0.0,119.0,105.0,91.0,692.0,0,2021,4,2021,4,920,928,1085,1079,8,6,2021,2,4,19
2023-03-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1587,TPA,"Tampa, FL",ATL,"Atlanta, GA",12:20:00,12:19:00,-1.0,10.0,12:29:00,13:33:00,10.0,1403,13:43:00,-20.0,0.0,0.0,103.0,84.0,64.0,406.0,0,2023,3,2023,3,739,749,823,813,10,10,2023,1,3,2
2019-09-08,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5323,TUL,"Tulsa, OK",CLT,"Charlotte, NC",11:58:00,11:49:00,-9.0,13.0,12:02:00,14:49:00,16.0,1527,15:05:00,-22.0,0.0,0.0,149.0,136.0,107.0,842.0,0,2019,9,2019,9,709,722,905,889,13,16,2019,3,9,8
2020-04-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2211,RSW,"Fort Myers, FL",ORD,"Chicago, IL",13:49:00,13:41:00,-8.0,13.0,13:54:00,15:42:00,10.0,1605,15:52:00,-13.0,0.0,0.0,196.0,191.0,168.0,1120.0,0,2020,4,2020,4,821,834,952,942,13,10,2020,2,4,3
2020-05-08,Envoy Air,Envoy Air: MQ,MQ,20398,3338,CMH,"Columbus, OH",ORD,"Chicago, IL",07:00:00,06:54:00,-6.0,10.0,07:04:00,07:06:00,10.0,730,07:16:00,-14.0,0.0,0.0,90.0,82.0,62.0,296.0,0,2020,5,2020,5,414,424,436,426,10,10,2020,2,5,8
2021-04-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,447,PHX,"Phoenix, AZ",ORD,"Chicago, IL",00:35:00,00:37:00,2.0,10.0,00:47:00,05:31:00,9.0,558,05:40:00,-18.0,0.0,0.0,203.0,183.0,164.0,1440.0,0,2021,4,2021,4,37,47,340,331,10,9,2021,2,4,12
2021-12-22,Envoy Air,Envoy Air: MQ,MQ,20398,4330,TYR,"Tyler, TX",DFW,"Dallas/Fort Worth, TX",13:47:00,13:41:00,-6.0,10.0,13:51:00,14:18:00,16.0,1449,14:34:00,-15.0,0.0,0.0,62.0,53.0,27.0,102.0,0,2021,12,2021,12,821,831,874,858,10,16,2021,4,12,22
2021-08-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1292,LIH,"Lihue, HI",LAX,"Los Angeles, CA",21:30:00,21:29:00,-1.0,10.0,21:39:00,05:36:00,12.0,600,05:48:00,-12.0,0.0,0.0,330.0,319.0,297.0,2615.0,0,2021,8,2021,8,1289,1299,348,336,10,12,2021,3,8,12
2019-08-23,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1226,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",06:00:00,05:53:00,-7.0,14.0,06:07:00,07:38:00,12.0,802,07:50:00,-12.0,0.0,0.0,182.0,177.0,151.0,1121.0,0,2019,8,2019,8,353,367,470,458,14,12,2019,3,8,23
2021-01-02,Republic Airline,Republic Airline: YX,YX,20452,3626,TVC,"Traverse City, MI",ORD,"Chicago, IL",12:45:00,12:37:00,-8.0,14.0,12:51:00,12:31:00,10.0,1307,12:41:00,-26.0,0.0,0.0,82.0,64.0,40.0,224.0,0,2021,1,2021,1,757,771,761,751,14,10,2021,1,1,2
2022-08-16,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,763,DEN,"Denver, CO",ORD,"Chicago, IL",09:40:00,09:59:00,19.0,33.0,10:32:00,13:16:00,11.0,1315,13:27:00,12.0,0.0,0.0,155.0,148.0,104.0,888.0,1,2022,8,2022,8,599,632,807,796,33,11,2022,3,8,16
2022-06-29,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1253,AVP,"Scranton/Wilkes-Barre, PA",CLT,"Charlotte, NC",19:38:00,19:38:00,0.0,10.0,19:48:00,20:57:00,10.0,2135,21:07:00,-28.0,0.0,0.0,117.0,89.0,69.0,509.0,0,2022,6,2022,6,1178,1188,1267,1257,10,10,2022,2,6,29
2023-04-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1660,SLC,"Salt Lake City, UT",DEN,"Denver, CO",13:35:00,13:41:00,6.0,19.0,14:00:00,15:01:00,7.0,1500,15:08:00,8.0,0.0,0.0,85.0,87.0,61.0,391.0,0,2023,4,2023,4,821,840,908,901,19,7,2023,2,4,11
2019-11-06,Envoy Air,Envoy Air: MQ,MQ,20398,3896,MLI,"Moline, IL",ORD,"Chicago, IL",16:28:00,16:21:00,-7.0,12.0,16:33:00,17:04:00,11.0,1731,17:15:00,-16.0,0.0,0.0,63.0,54.0,31.0,139.0,0,2019,11,2019,11,981,993,1035,1024,12,11,2019,4,11,6
2020-04-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1954,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",13:45:00,13:41:00,-4.0,13.0,13:54:00,20:35:00,5.0,2055,20:40:00,-15.0,0.0,0.0,250.0,239.0,221.0,1947.0,0,2020,4,2020,4,821,834,1240,1235,13,5,2020,2,4,12
2021-06-21,JetBlue Airways,JetBlue Airways: B6,B6,20409,1873,EWR,"Newark, NJ",LAX,"Los Angeles, CA",22:10:00,00:46:00,156.0,23.0,01:09:00,03:23:00,9.0,111,03:32:00,141.0,0.0,0.0,361.0,346.0,314.0,2454.0,1,2021,6,2021,6,46,69,212,203,23,9,2021,2,6,21
2022-08-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5891,PIT,"Pittsburgh, PA",ORD,"Chicago, IL",18:07:00,17:57:00,-10.0,16.0,18:13:00,18:19:00,11.0,1854,18:30:00,-24.0,0.0,0.0,107.0,93.0,66.0,413.0,0,2022,8,2022,8,1077,1093,1110,1099,16,11,2022,3,8,1
2019-01-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2043,LGA,"New York, NY",ATL,"Atlanta, GA",21:11:00,21:00:00,-11.0,26.0,21:26:00,23:40:00,12.0,2342,23:52:00,10.0,0.0,0.0,151.0,172.0,134.0,762.0,0,2019,1,2019,1,1260,1286,1432,1420,26,12,2019,1,1,3
2022-03-31,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2063,SFO,"San Francisco, CA",LAX,"Los Angeles, CA",06:00:00,05:56:00,-4.0,22.0,06:18:00,07:17:00,8.0,747,07:25:00,-22.0,0.0,0.0,107.0,89.0,59.0,337.0,0,2022,3,2022,3,356,378,445,437,22,8,2022,1,3,31
2023-01-02,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,436,SEA,"Seattle, WA",LAX,"Los Angeles, CA",10:10:00,10:24:00,14.0,19.0,10:43:00,12:53:00,9.0,1255,13:02:00,7.0,0.0,0.0,165.0,158.0,130.0,954.0,0,2023,1,2023,1,624,643,782,773,19,9,2023,1,1,2
2022-04-30,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1286,MSP,"Minneapolis, MN",DEN,"Denver, CO",11:41:00,11:45:00,4.0,10.0,11:55:00,12:29:00,22.0,1254,12:51:00,-3.0,0.0,0.0,133.0,126.0,94.0,680.0,0,2022,4,2022,4,705,715,771,749,10,22,2022,2,4,30
2022-12-31,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1368,DEN,"Denver, CO",LAX,"Los Angeles, CA",19:12:00,19:29:00,17.0,14.0,19:43:00,20:52:00,8.0,2050,21:00:00,10.0,0.0,0.0,158.0,151.0,129.0,862.0,0,2022,12,2022,12,1169,1183,1260,1252,14,8,2022,4,12,31
2019-03-26,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,373,MCI,"Kansas City, MO",DFW,"Dallas/Fort Worth, TX",19:41:00,19:30:00,-11.0,12.0,19:42:00,20:51:00,21.0,2129,21:12:00,-17.0,0.0,0.0,108.0,102.0,69.0,460.0,0,2019,3,2019,3,1170,1182,1272,1251,12,21,2019,1,3,26
2019-03-21,Envoy Air,Envoy Air: MQ,MQ,20398,3960,SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX",12:34:00,12:25:00,-9.0,26.0,12:51:00,13:27:00,12.0,1344,13:39:00,-5.0,0.0,0.0,70.0,74.0,36.0,190.0,0,2019,3,2019,3,745,771,819,807,26,12,2019,1,3,21
2020-03-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1846,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",19:15:00,19:07:00,-8.0,14.0,19:21:00,21:16:00,7.0,2139,21:23:00,-16.0,0.0,0.0,144.0,136.0,115.0,666.0,0,2020,3,2020,3,1147,1161,1283,1276,14,7,2020,1,3,5
2021-07-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,291,DAL,"Dallas, TX",ATL,"Atlanta, GA",21:50:00,22:48:00,58.0,8.0,22:56:00,01:29:00,6.0,55,01:35:00,40.0,0.0,0.0,125.0,107.0,93.0,721.0,1,2021,7,2021,7,1368,1376,95,89,8,6,2021,3,7,7
2020-08-26,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5423,CMH,"Columbus, OH",DEN,"Denver, CO",09:15:00,09:06:00,-9.0,13.0,09:19:00,09:46:00,22.0,1034,10:08:00,-26.0,0.0,0.0,199.0,182.0,147.0,1154.0,0,2020,8,2020,8,546,559,608,586,13,22,2020,3,8,26
2019-12-13,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5816,LFT,"Lafayette, LA",DFW,"Dallas/Fort Worth, TX",07:45:00,07:37:00,-8.0,18.0,07:55:00,09:01:00,15.0,917,09:16:00,-1.0,0.0,0.0,92.0,99.0,66.0,351.0,0,2019,12,2019,12,457,475,556,541,18,15,2019,4,12,13
2022-04-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2413,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",08:57:00,08:55:00,-2.0,14.0,09:09:00,09:50:00,8.0,1022,09:58:00,-24.0,0.0,0.0,85.0,63.0,41.0,237.0,0,2022,4,2022,4,535,549,598,590,14,8,2022,2,4,3
2021-06-24,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1923,IAH,"Houston, TX",DEN,"Denver, CO",06:00:00,05:56:00,-4.0,14.0,06:10:00,07:04:00,6.0,737,07:10:00,-27.0,0.0,0.0,157.0,134.0,114.0,862.0,0,2021,6,2021,6,356,370,430,424,14,6,2021,2,6,24
2023-06-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2875,SAT,"San Antonio, TX",CLT,"Charlotte, NC",08:05:00,08:06:00,1.0,11.0,08:17:00,11:34:00,7.0,1159,11:41:00,-18.0,0.0,0.0,174.0,155.0,137.0,1095.0,0,2023,6,2023,6,486,497,701,694,11,7,2023,2,6,7
2023-03-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2391,PNS,"Pensacola, FL",ATL,"Atlanta, GA",19:14:00,18:58:00,-16.0,10.0,19:08:00,20:55:00,16.0,2129,21:11:00,-18.0,0.0,0.0,75.0,73.0,47.0,271.0,0,2023,3,2023,3,1138,1148,1271,1255,10,16,2023,1,3,9
2022-04-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1644,DEN,"Denver, CO",ATL,"Atlanta, GA",18:11:00,18:09:00,-2.0,15.0,18:24:00,22:39:00,6.0,2305,22:45:00,-20.0,0.0,0.0,174.0,156.0,135.0,1199.0,0,2022,4,2022,4,1089,1104,1365,1359,15,6,2022,2,4,11
2022-04-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2067,MCI,"Kansas City, MO",CLT,"Charlotte, NC",06:55:00,06:46:00,-9.0,12.0,06:58:00,09:51:00,13.0,1015,10:04:00,-11.0,0.0,0.0,140.0,138.0,113.0,808.0,0,2022,4,2022,4,406,418,604,591,12,13,2022,2,4,7
